image_name,source_url,category,file_path
0709_jpg.rf.f387d58145c8d346494982265c498f2a.jpg,Local File,dental,dataset/dental/0709_jpg.rf.f387d58145c8d346494982265c498f2a.jpg
0136_jpg.rf.03e2aec8ec77594665dd1abc68d47bd3.jpg,Local File,dental,dataset/dental/0136_jpg.rf.03e2aec8ec77594665dd1abc68d47bd3.jpg
0172_jpg.rf.2152aa724cee028fbe937c8d283f0569.jpg,Local File,dental,dataset/dental/0172_jpg.rf.2152aa724cee028fbe937c8d283f0569.jpg
0582_jpg.rf.701babaf140bf150cb160709fd2181c2.jpg,Local File,dental,dataset/dental/0582_jpg.rf.701babaf140bf150cb160709fd2181c2.jpg
0669_jpg.rf.f1e2059357f8ba42a2c88434285180de.jpg,Local File,dental,dataset/dental/0669_jpg.rf.f1e2059357f8ba42a2c88434285180de.jpg
0111_jpg.rf.191a24265bb5b8fbce3ba012a675cf80.jpg,Local File,dental,dataset/dental/0111_jpg.rf.191a24265bb5b8fbce3ba012a675cf80.jpg
0846_jpg.rf.21922087f9d9ce3b24ba1f2f3557ce5e.jpg,Local File,dental,dataset/dental/0846_jpg.rf.21922087f9d9ce3b24ba1f2f3557ce5e.jpg
0095_jpg.rf.d7773e0afb13f54a3e6244079b483ab2.jpg,Local File,dental,dataset/dental/0095_jpg.rf.d7773e0afb13f54a3e6244079b483ab2.jpg
0627_jpg.rf.9a216750603155f4201e8f7631c0ce67.jpg,Local File,dental,dataset/dental/0627_jpg.rf.9a216750603155f4201e8f7631c0ce67.jpg
0331_jpg.rf.d01aba9b21d057dd19c47f3188df8f68.jpg,Local File,dental,dataset/dental/0331_jpg.rf.d01aba9b21d057dd19c47f3188df8f68.jpg
0899_jpg.rf.9aa0303d14013b8904172664ee318ea0.jpg,Local File,dental,dataset/dental/0899_jpg.rf.9aa0303d14013b8904172664ee318ea0.jpg
0527_jpg.rf.e5280af5d90c9934812f3b748fef1843.jpg,Local File,dental,dataset/dental/0527_jpg.rf.e5280af5d90c9934812f3b748fef1843.jpg
0779_jpg.rf.5e81e083ec3f39a4653caca440ece538.jpg,Local File,dental,dataset/dental/0779_jpg.rf.5e81e083ec3f39a4653caca440ece538.jpg
0007_jpg.rf.3699155bba57d7aecb1aa801a698ba20.jpg,Local File,dental,dataset/dental/0007_jpg.rf.3699155bba57d7aecb1aa801a698ba20.jpg
0936_jpg.rf.8243a9dd5334cd97eea92b8d4a59439e.jpg,Local File,dental,dataset/dental/0936_jpg.rf.8243a9dd5334cd97eea92b8d4a59439e.jpg
0741_jpg.rf.9d76e457e6dfcf56f618eb048460427b.jpg,Local File,dental,dataset/dental/0741_jpg.rf.9d76e457e6dfcf56f618eb048460427b.jpg
0537_jpg.rf.40fc8d3304437984c897ac11f4912211.jpg,Local File,dental,dataset/dental/0537_jpg.rf.40fc8d3304437984c897ac11f4912211.jpg
0245_jpg.rf.c6933f3269649149481b1515759efe33.jpg,Local File,dental,dataset/dental/0245_jpg.rf.c6933f3269649149481b1515759efe33.jpg
0891_jpg.rf.ffe1d3aa3f8891d69e76c1865fec211f.jpg,Local File,dental,dataset/dental/0891_jpg.rf.ffe1d3aa3f8891d69e76c1865fec211f.jpg
0890_jpg.rf.63a002852dc3ca1c77006ac5c4421e90.jpg,Local File,dental,dataset/dental/0890_jpg.rf.63a002852dc3ca1c77006ac5c4421e90.jpg
0131_jpg.rf.fafaf3d1cac953b29d24c8db4bba2ccc.jpg,Local File,dental,dataset/dental/0131_jpg.rf.fafaf3d1cac953b29d24c8db4bba2ccc.jpg
0688_jpg.rf.152fb99de9e0af07c5546e20e966b140.jpg,Local File,dental,dataset/dental/0688_jpg.rf.152fb99de9e0af07c5546e20e966b140.jpg
0150_jpg.rf.a80e14d901f34469b81be6f569f7c5cc.jpg,Local File,dental,dataset/dental/0150_jpg.rf.a80e14d901f34469b81be6f569f7c5cc.jpg
0640_jpg.rf.efc8cb9585102f05ae778a77fd63389f.jpg,Local File,dental,dataset/dental/0640_jpg.rf.efc8cb9585102f05ae778a77fd63389f.jpg
0073_jpg.rf.0a3fc448611ebb614d068de0e7bf25a6.jpg,Local File,dental,dataset/dental/0073_jpg.rf.0a3fc448611ebb614d068de0e7bf25a6.jpg
0511_jpg.rf.b1326c3c6b6a7912bf59256595ad5ab6.jpg,Local File,dental,dataset/dental/0511_jpg.rf.b1326c3c6b6a7912bf59256595ad5ab6.jpg
0180_jpg.rf.f74c66bb6212781fc6e6404fffe7ab9d.jpg,Local File,dental,dataset/dental/0180_jpg.rf.f74c66bb6212781fc6e6404fffe7ab9d.jpg
0978_jpg.rf.479273fee3c46097ac68e710e26cf4b1.jpg,Local File,dental,dataset/dental/0978_jpg.rf.479273fee3c46097ac68e710e26cf4b1.jpg
0078_jpg.rf.3df5e76aaf3853ffeb55283ed9666c1e.jpg,Local File,dental,dataset/dental/0078_jpg.rf.3df5e76aaf3853ffeb55283ed9666c1e.jpg
0530_jpg.rf.dea7b48da1c740733ff177a9d218c4fc.jpg,Local File,dental,dataset/dental/0530_jpg.rf.dea7b48da1c740733ff177a9d218c4fc.jpg
0694_jpg.rf.ece0173d26fc4f53daa4079e961d47c6.jpg,Local File,dental,dataset/dental/0694_jpg.rf.ece0173d26fc4f53daa4079e961d47c6.jpg
0814_jpg.rf.9da25d065869dffe1c6843dd2b8feb52.jpg,Local File,dental,dataset/dental/0814_jpg.rf.9da25d065869dffe1c6843dd2b8feb52.jpg
0074_jpg.rf.bc31f3d89ccb17453e7558a14bd6d5de.jpg,Local File,dental,dataset/dental/0074_jpg.rf.bc31f3d89ccb17453e7558a14bd6d5de.jpg
0977_jpg.rf.48b8ddb9c4a4b08d81b58d6241cbf83d.jpg,Local File,dental,dataset/dental/0977_jpg.rf.48b8ddb9c4a4b08d81b58d6241cbf83d.jpg
0414_jpg.rf.ded899daadcc1b8415622edb65bdcb8d.jpg,Local File,dental,dataset/dental/0414_jpg.rf.ded899daadcc1b8415622edb65bdcb8d.jpg
0140_jpg.rf.c65d9d0adf1e201a0bbca3c2f9cf2a08.jpg,Local File,dental,dataset/dental/0140_jpg.rf.c65d9d0adf1e201a0bbca3c2f9cf2a08.jpg
0823_jpg.rf.a47d3c1efbc80e2cfddb080ce99c05b8.jpg,Local File,dental,dataset/dental/0823_jpg.rf.a47d3c1efbc80e2cfddb080ce99c05b8.jpg
0668_jpg.rf.dccdcdd1ee027d2b11f9518e3d26d82f.jpg,Local File,dental,dataset/dental/0668_jpg.rf.dccdcdd1ee027d2b11f9518e3d26d82f.jpg
0941_jpg.rf.88069aa1e1e0d574836d0ea77948cfcd.jpg,Local File,dental,dataset/dental/0941_jpg.rf.88069aa1e1e0d574836d0ea77948cfcd.jpg
0560_jpg.rf.5354b6254d7b3e123ce8c1a8c83b2560.jpg,Local File,dental,dataset/dental/0560_jpg.rf.5354b6254d7b3e123ce8c1a8c83b2560.jpg
0507_jpg.rf.07ca548c6eb4f61c76f1629e7bc26fa4.jpg,Local File,dental,dataset/dental/0507_jpg.rf.07ca548c6eb4f61c76f1629e7bc26fa4.jpg
0004_jpg.rf.6434bfce7667ea786e5f251dc0d8b8b1.jpg,Local File,dental,dataset/dental/0004_jpg.rf.6434bfce7667ea786e5f251dc0d8b8b1.jpg
0206_jpg.rf.b982c8b0f8d6d230c1b685f125ab7140.jpg,Local File,dental,dataset/dental/0206_jpg.rf.b982c8b0f8d6d230c1b685f125ab7140.jpg
0322_jpg.rf.0937ebc1693073b26e14f900045ae0e9.jpg,Local File,dental,dataset/dental/0322_jpg.rf.0937ebc1693073b26e14f900045ae0e9.jpg
0003_jpg.rf.ca9d51a22c825737b49a5f73d3172d23.jpg,Local File,dental,dataset/dental/0003_jpg.rf.ca9d51a22c825737b49a5f73d3172d23.jpg
0288_jpg.rf.7576a9c760c217036a5ab1a7db10d2c7.jpg,Local File,dental,dataset/dental/0288_jpg.rf.7576a9c760c217036a5ab1a7db10d2c7.jpg
0589_jpg.rf.b1a0477a3d6c24ec7e52e26bbd7b9d15.jpg,Local File,dental,dataset/dental/0589_jpg.rf.b1a0477a3d6c24ec7e52e26bbd7b9d15.jpg
0878_jpg.rf.78ef2a6b6ad228db74e583701c39cd39.jpg,Local File,dental,dataset/dental/0878_jpg.rf.78ef2a6b6ad228db74e583701c39cd39.jpg
0650_jpg.rf.bbef60fb0c8590801e7d18f0eaaa6261.jpg,Local File,dental,dataset/dental/0650_jpg.rf.bbef60fb0c8590801e7d18f0eaaa6261.jpg
0060_jpg.rf.f094ea29e65bf0c78188acbcbc5c8dcd.jpg,Local File,dental,dataset/dental/0060_jpg.rf.f094ea29e65bf0c78188acbcbc5c8dcd.jpg
0984_jpg.rf.d770424d7e0cbaf0210f900cd7a0a37b.jpg,Local File,dental,dataset/dental/0984_jpg.rf.d770424d7e0cbaf0210f900cd7a0a37b.jpg
0930_jpg.rf.2c1bf7fb13e2a28af5e3daba0fcdf42f.jpg,Local File,dental,dataset/dental/0930_jpg.rf.2c1bf7fb13e2a28af5e3daba0fcdf42f.jpg
0834_jpg.rf.5fd767b97b8d161100ce894254e5783f.jpg,Local File,dental,dataset/dental/0834_jpg.rf.5fd767b97b8d161100ce894254e5783f.jpg
0068_jpg.rf.8d1f95a7bd401655c7768b48eb35add5.jpg,Local File,dental,dataset/dental/0068_jpg.rf.8d1f95a7bd401655c7768b48eb35add5.jpg
0747_jpg.rf.a11fa53901a855b4003f8dc5a71532c7.jpg,Local File,dental,dataset/dental/0747_jpg.rf.a11fa53901a855b4003f8dc5a71532c7.jpg
0319_jpg.rf.865635b4814640d241d4ca2349d1db42.jpg,Local File,dental,dataset/dental/0319_jpg.rf.865635b4814640d241d4ca2349d1db42.jpg
0056_jpg.rf.6719f5b67f55726778c11022c690ee7f.jpg,Local File,dental,dataset/dental/0056_jpg.rf.6719f5b67f55726778c11022c690ee7f.jpg
0624_jpg.rf.0ace2f1bc57e59ef2c1374d51cd5513e.jpg,Local File,dental,dataset/dental/0624_jpg.rf.0ace2f1bc57e59ef2c1374d51cd5513e.jpg
0327_jpg.rf.d7f0b49f459696a5d3dd923dd7371e88.jpg,Local File,dental,dataset/dental/0327_jpg.rf.d7f0b49f459696a5d3dd923dd7371e88.jpg
0898_jpg.rf.df4ec6f79f149df99ada80674fab2c0a.jpg,Local File,dental,dataset/dental/0898_jpg.rf.df4ec6f79f149df99ada80674fab2c0a.jpg
0128_jpg.rf.717cd6a69102c36ff5b84b4a87c5a210.jpg,Local File,dental,dataset/dental/0128_jpg.rf.717cd6a69102c36ff5b84b4a87c5a210.jpg
0897_jpg.rf.22b238dcd924aa968ceb27dd30ed456e.jpg,Local File,dental,dataset/dental/0897_jpg.rf.22b238dcd924aa968ceb27dd30ed456e.jpg
0797_jpg.rf.44a4504b8585b16309f3f54bba75fef8.jpg,Local File,dental,dataset/dental/0797_jpg.rf.44a4504b8585b16309f3f54bba75fef8.jpg
0938_jpg.rf.476b1ea283c5ccbbddaa023eb40a46d8.jpg,Local File,dental,dataset/dental/0938_jpg.rf.476b1ea283c5ccbbddaa023eb40a46d8.jpg
0905_jpg.rf.93c5b0e9d232f394f6cedf1c8f3879f4.jpg,Local File,dental,dataset/dental/0905_jpg.rf.93c5b0e9d232f394f6cedf1c8f3879f4.jpg
0021_jpg.rf.0d2cd31b4786f6121d2241aa8c595bf9.jpg,Local File,dental,dataset/dental/0021_jpg.rf.0d2cd31b4786f6121d2241aa8c595bf9.jpg
0538_jpg.rf.3aa73262a625104b61fa05c176d468fc.jpg,Local File,dental,dataset/dental/0538_jpg.rf.3aa73262a625104b61fa05c176d468fc.jpg
0480_jpg.rf.2c77b1e834ef71e71673f1ff1dcc0c2d.jpg,Local File,dental,dataset/dental/0480_jpg.rf.2c77b1e834ef71e71673f1ff1dcc0c2d.jpg
0438_jpg.rf.9dbb3efde489184f10e92c8e142447db.jpg,Local File,dental,dataset/dental/0438_jpg.rf.9dbb3efde489184f10e92c8e142447db.jpg
0215_jpg.rf.ae6fc0091ff7dab5bf8eab5a2ada7272.jpg,Local File,dental,dataset/dental/0215_jpg.rf.ae6fc0091ff7dab5bf8eab5a2ada7272.jpg
0612_jpg.rf.192ffc4bf48587131a03bbda795f093e.jpg,Local File,dental,dataset/dental/0612_jpg.rf.192ffc4bf48587131a03bbda795f093e.jpg
0355_jpg.rf.e3e6daab192a51e715ef9fc3394f2a76.jpg,Local File,dental,dataset/dental/0355_jpg.rf.e3e6daab192a51e715ef9fc3394f2a76.jpg
0985_jpg.rf.2031b8f3a0c8c59ce626d7cc1a73c69e.jpg,Local File,dental,dataset/dental/0985_jpg.rf.2031b8f3a0c8c59ce626d7cc1a73c69e.jpg
0610_jpg.rf.e2363fe0054fb51097cc2b6562011673.jpg,Local File,dental,dataset/dental/0610_jpg.rf.e2363fe0054fb51097cc2b6562011673.jpg
0906_jpg.rf.733b4ff98bf8afd4ea6aa34d17051fd4.jpg,Local File,dental,dataset/dental/0906_jpg.rf.733b4ff98bf8afd4ea6aa34d17051fd4.jpg
0447_jpg.rf.0f4573e2ec4ac41dde484c6b0ea1d31d.jpg,Local File,dental,dataset/dental/0447_jpg.rf.0f4573e2ec4ac41dde484c6b0ea1d31d.jpg
0035_jpg.rf.386d686c55e9347823a6e3e75af5152e.jpg,Local File,dental,dataset/dental/0035_jpg.rf.386d686c55e9347823a6e3e75af5152e.jpg
0139_jpg.rf.d4cd5163c13152c77c8982cf80a17a84.jpg,Local File,dental,dataset/dental/0139_jpg.rf.d4cd5163c13152c77c8982cf80a17a84.jpg
0999_jpg.rf.b3bbb1292154fe7bf750bdb9e56f7cd4.jpg,Local File,dental,dataset/dental/0999_jpg.rf.b3bbb1292154fe7bf750bdb9e56f7cd4.jpg
0443_jpg.rf.0b1b776dadf6a82c025efe47eb2e6d4d.jpg,Local File,dental,dataset/dental/0443_jpg.rf.0b1b776dadf6a82c025efe47eb2e6d4d.jpg
0273_jpg.rf.b74071d5766afa414178c51aeefc1e9d.jpg,Local File,dental,dataset/dental/0273_jpg.rf.b74071d5766afa414178c51aeefc1e9d.jpg
0463_jpg.rf.adc570a9de38c884cdf7820e5420b0e4.jpg,Local File,dental,dataset/dental/0463_jpg.rf.adc570a9de38c884cdf7820e5420b0e4.jpg
0855_jpg.rf.8489e77153d687fc24b595755459a588.jpg,Local File,dental,dataset/dental/0855_jpg.rf.8489e77153d687fc24b595755459a588.jpg
0969_jpg.rf.11910e381dc7cbb7b03b4f412adbc929.jpg,Local File,dental,dataset/dental/0969_jpg.rf.11910e381dc7cbb7b03b4f412adbc929.jpg
0161_jpg.rf.a54ad347955227c3eb7d1cfb1af9c51e.jpg,Local File,dental,dataset/dental/0161_jpg.rf.a54ad347955227c3eb7d1cfb1af9c51e.jpg
0323_jpg.rf.2bd124050fdcb8c212a28a98519b6f5c.jpg,Local File,dental,dataset/dental/0323_jpg.rf.2bd124050fdcb8c212a28a98519b6f5c.jpg
0577_jpg.rf.1bcaac1e48244083bd30f322eb356771.jpg,Local File,dental,dataset/dental/0577_jpg.rf.1bcaac1e48244083bd30f322eb356771.jpg
0621_jpg.rf.2d8fbcf1944416a87cf773614b7f7a4c.jpg,Local File,dental,dataset/dental/0621_jpg.rf.2d8fbcf1944416a87cf773614b7f7a4c.jpg
0462_jpg.rf.a82b90dc40250cf8ea4a5fafcac01934.jpg,Local File,dental,dataset/dental/0462_jpg.rf.a82b90dc40250cf8ea4a5fafcac01934.jpg
0885_jpg.rf.9deddc2e027abf4c28e98241c57998e8.jpg,Local File,dental,dataset/dental/0885_jpg.rf.9deddc2e027abf4c28e98241c57998e8.jpg
0951_jpg.rf.b7eddad480bcff935bddbf1e63bbc420.jpg,Local File,dental,dataset/dental/0951_jpg.rf.b7eddad480bcff935bddbf1e63bbc420.jpg
0598_jpg.rf.b103fda6f6879877e14619babd253df1.jpg,Local File,dental,dataset/dental/0598_jpg.rf.b103fda6f6879877e14619babd253df1.jpg
0551_jpg.rf.08e0df22bcccab3fbaa146a632b8f04c.jpg,Local File,dental,dataset/dental/0551_jpg.rf.08e0df22bcccab3fbaa146a632b8f04c.jpg
0061_jpg.rf.3188dc5179f4b6d600459b1aeba93e87.jpg,Local File,dental,dataset/dental/0061_jpg.rf.3188dc5179f4b6d600459b1aeba93e87.jpg
0794_jpg.rf.cc0c4ed7311e57db7eb6aa95d0dcbe47.jpg,Local File,dental,dataset/dental/0794_jpg.rf.cc0c4ed7311e57db7eb6aa95d0dcbe47.jpg
0156_jpg.rf.c3b593c25483534b0ad835ee21f62d59.jpg,Local File,dental,dataset/dental/0156_jpg.rf.c3b593c25483534b0ad835ee21f62d59.jpg
0297_jpg.rf.e50e81d8f74e22fdde118ca9d52e0627.jpg,Local File,dental,dataset/dental/0297_jpg.rf.e50e81d8f74e22fdde118ca9d52e0627.jpg
0749_jpg.rf.386ef981e0eaf4bb9d14783e626ce5f5.jpg,Local File,dental,dataset/dental/0749_jpg.rf.386ef981e0eaf4bb9d14783e626ce5f5.jpg
0629_jpg.rf.2f5a6732631d74f4f203bbf8eaaab7d3.jpg,Local File,dental,dataset/dental/0629_jpg.rf.2f5a6732631d74f4f203bbf8eaaab7d3.jpg
0670_jpg.rf.309929b1e0aef6e50568c7eacccfc5eb.jpg,Local File,dental,dataset/dental/0670_jpg.rf.309929b1e0aef6e50568c7eacccfc5eb.jpg
0038_jpg.rf.e13603a0be37e61c53a3b781040ce9f7.jpg,Local File,dental,dataset/dental/0038_jpg.rf.e13603a0be37e61c53a3b781040ce9f7.jpg
0583_jpg.rf.4abd49cdba147a8819d61f27d68cad37.jpg,Local File,dental,dataset/dental/0583_jpg.rf.4abd49cdba147a8819d61f27d68cad37.jpg
0168_jpg.rf.99cc9d1eae8cd16603df5ca3e11e4cf4.jpg,Local File,dental,dataset/dental/0168_jpg.rf.99cc9d1eae8cd16603df5ca3e11e4cf4.jpg
0648_jpg.rf.4b6118376b8f3800ebf03dbb351878df.jpg,Local File,dental,dataset/dental/0648_jpg.rf.4b6118376b8f3800ebf03dbb351878df.jpg
0368_jpg.rf.ae4c80bc75e51300b4de70922bf5e637.jpg,Local File,dental,dataset/dental/0368_jpg.rf.ae4c80bc75e51300b4de70922bf5e637.jpg
0091_jpg.rf.63aed96fec3e4c67b25d53034ed4c12d.jpg,Local File,dental,dataset/dental/0091_jpg.rf.63aed96fec3e4c67b25d53034ed4c12d.jpg
0239_jpg.rf.1e1cbd283aab8fb5c4b9822c5970d3ed.jpg,Local File,dental,dataset/dental/0239_jpg.rf.1e1cbd283aab8fb5c4b9822c5970d3ed.jpg
0129_jpg.rf.aa992cd69694d8acea8ae20613465d94.jpg,Local File,dental,dataset/dental/0129_jpg.rf.aa992cd69694d8acea8ae20613465d94.jpg
0659_jpg.rf.59a1f87ff544c2c3a993523a46304364.jpg,Local File,dental,dataset/dental/0659_jpg.rf.59a1f87ff544c2c3a993523a46304364.jpg
0176_jpg.rf.dfbe8b6c563991f125b31eb9e5b625d2.jpg,Local File,dental,dataset/dental/0176_jpg.rf.dfbe8b6c563991f125b31eb9e5b625d2.jpg
0246_jpg.rf.653968dbb7a7ed4af2e12a5cca61d0e8.jpg,Local File,dental,dataset/dental/0246_jpg.rf.653968dbb7a7ed4af2e12a5cca61d0e8.jpg
0441_jpg.rf.20ee3402a902dc1759a2a72bb25aa663.jpg,Local File,dental,dataset/dental/0441_jpg.rf.20ee3402a902dc1759a2a72bb25aa663.jpg
0529_jpg.rf.d3cb17dddc3e9efd85e48c386feca1f2.jpg,Local File,dental,dataset/dental/0529_jpg.rf.d3cb17dddc3e9efd85e48c386feca1f2.jpg
0515_jpg.rf.8ff9c1348b7bbea5171159da2f241b71.jpg,Local File,dental,dataset/dental/0515_jpg.rf.8ff9c1348b7bbea5171159da2f241b71.jpg
0272_jpg.rf.6d47c3a9a80a9fbbf873fe5edf10832f.jpg,Local File,dental,dataset/dental/0272_jpg.rf.6d47c3a9a80a9fbbf873fe5edf10832f.jpg
0445_jpg.rf.c1b87e7bf4165d062bf6dcfbb56f2c18.jpg,Local File,dental,dataset/dental/0445_jpg.rf.c1b87e7bf4165d062bf6dcfbb56f2c18.jpg
0658_jpg.rf.36d28be2eeeb712655bc0e7e29c5456c.jpg,Local File,dental,dataset/dental/0658_jpg.rf.36d28be2eeeb712655bc0e7e29c5456c.jpg
0750_jpg.rf.52761b15b0cc29d4193f20bca8abf978.jpg,Local File,dental,dataset/dental/0750_jpg.rf.52761b15b0cc29d4193f20bca8abf978.jpg
0407_jpg.rf.bbc905ad2322cd6b2a5f27c5e14571cd.jpg,Local File,dental,dataset/dental/0407_jpg.rf.bbc905ad2322cd6b2a5f27c5e14571cd.jpg
0762_jpg.rf.65fd543f0d87cc9d38dc1968abb4d2c7.jpg,Local File,dental,dataset/dental/0762_jpg.rf.65fd543f0d87cc9d38dc1968abb4d2c7.jpg
0279_jpg.rf.f9fc5ccc0b96b00196e66140fb678fda.jpg,Local File,dental,dataset/dental/0279_jpg.rf.f9fc5ccc0b96b00196e66140fb678fda.jpg
0186_jpg.rf.bce5a4ca22bfadf46df9667fdef8638d.jpg,Local File,dental,dataset/dental/0186_jpg.rf.bce5a4ca22bfadf46df9667fdef8638d.jpg
0545_jpg.rf.72449d9f3ad7aebeff3a4351bce2dd6e.jpg,Local File,dental,dataset/dental/0545_jpg.rf.72449d9f3ad7aebeff3a4351bce2dd6e.jpg
0191_jpg.rf.e81d9cab3cb6c64ad1b086045f7072ce.jpg,Local File,dental,dataset/dental/0191_jpg.rf.e81d9cab3cb6c64ad1b086045f7072ce.jpg
0097_jpg.rf.639ea2f59bcc0c14cf5b0135df063229.jpg,Local File,dental,dataset/dental/0097_jpg.rf.639ea2f59bcc0c14cf5b0135df063229.jpg
0631_jpg.rf.62a5da9cfbeaedfc576d2116d10f11b3.jpg,Local File,dental,dataset/dental/0631_jpg.rf.62a5da9cfbeaedfc576d2116d10f11b3.jpg
0041_jpg.rf.45bc3049f99113cefd018e407df2415f.jpg,Local File,dental,dataset/dental/0041_jpg.rf.45bc3049f99113cefd018e407df2415f.jpg
0305_jpg.rf.36d82670c3421c0004a468fe4047f470.jpg,Local File,dental,dataset/dental/0305_jpg.rf.36d82670c3421c0004a468fe4047f470.jpg
0623_jpg.rf.2dd72a2fd2469a4ce080214c3d30f318.jpg,Local File,dental,dataset/dental/0623_jpg.rf.2dd72a2fd2469a4ce080214c3d30f318.jpg
0147_jpg.rf.bf6227e9f0abf0da091c356dd1550726.jpg,Local File,dental,dataset/dental/0147_jpg.rf.bf6227e9f0abf0da091c356dd1550726.jpg
0339_jpg.rf.a01899bc5db14b320b43706ed57c67cb.jpg,Local File,dental,dataset/dental/0339_jpg.rf.a01899bc5db14b320b43706ed57c67cb.jpg
0249_jpg.rf.5b54abe672fb6b47fa1399636d0d6aa0.jpg,Local File,dental,dataset/dental/0249_jpg.rf.5b54abe672fb6b47fa1399636d0d6aa0.jpg
0481_jpg.rf.b2ecb150b2a86eba181ed234d7c2ef35.jpg,Local File,dental,dataset/dental/0481_jpg.rf.b2ecb150b2a86eba181ed234d7c2ef35.jpg
0009_jpg.rf.957a0a16c5101765b0679e95eb9619a3.jpg,Local File,dental,dataset/dental/0009_jpg.rf.957a0a16c5101765b0679e95eb9619a3.jpg
0967_jpg.rf.fde2e9d5ec9cb179161647bd31c61b23.jpg,Local File,dental,dataset/dental/0967_jpg.rf.fde2e9d5ec9cb179161647bd31c61b23.jpg
0189_jpg.rf.d8bd2754b9ff4da570f91125c7cd40e7.jpg,Local File,dental,dataset/dental/0189_jpg.rf.d8bd2754b9ff4da570f91125c7cd40e7.jpg
0192_jpg.rf.63bbaf1265e3d2664099abd48d2fcd68.jpg,Local File,dental,dataset/dental/0192_jpg.rf.63bbaf1265e3d2664099abd48d2fcd68.jpg
0922_jpg.rf.00711e3f9caf9ea81e2a0aeb94d54ced.jpg,Local File,dental,dataset/dental/0922_jpg.rf.00711e3f9caf9ea81e2a0aeb94d54ced.jpg
0403_jpg.rf.ba4274213b37ecd7b0bbd731d1eab084.jpg,Local File,dental,dataset/dental/0403_jpg.rf.ba4274213b37ecd7b0bbd731d1eab084.jpg
0611_jpg.rf.68bc62a092eac6ac667d281ae35b388e.jpg,Local File,dental,dataset/dental/0611_jpg.rf.68bc62a092eac6ac667d281ae35b388e.jpg
0929_jpg.rf.af9ae76db4cde136794162d06c9da6a3.jpg,Local File,dental,dataset/dental/0929_jpg.rf.af9ae76db4cde136794162d06c9da6a3.jpg
0485_jpg.rf.09576812fc790cab5da2f6a5ceafe25f.jpg,Local File,dental,dataset/dental/0485_jpg.rf.09576812fc790cab5da2f6a5ceafe25f.jpg
0277_jpg.rf.5ce1f22a0e596c40a1e0f0d901a42f73.jpg,Local File,dental,dataset/dental/0277_jpg.rf.5ce1f22a0e596c40a1e0f0d901a42f73.jpg
0213_jpg.rf.6304d5ebe5f8c87c3a8ed5495cc2bd58.jpg,Local File,dental,dataset/dental/0213_jpg.rf.6304d5ebe5f8c87c3a8ed5495cc2bd58.jpg
0641_jpg.rf.b40d29cb838c0bbe0bcf079f35ede7ce.jpg,Local File,dental,dataset/dental/0641_jpg.rf.b40d29cb838c0bbe0bcf079f35ede7ce.jpg
0554_jpg.rf.1269175f2171b29dd820f6bc9648f31e.jpg,Local File,dental,dataset/dental/0554_jpg.rf.1269175f2171b29dd820f6bc9648f31e.jpg
0428_jpg.rf.314f2ee0551f5c46c3b5fbb7b3b4026e.jpg,Local File,dental,dataset/dental/0428_jpg.rf.314f2ee0551f5c46c3b5fbb7b3b4026e.jpg
0053_jpg.rf.0a39e4969cb730a0e08d415d819e14d9.jpg,Local File,dental,dataset/dental/0053_jpg.rf.0a39e4969cb730a0e08d415d819e14d9.jpg
0680_jpg.rf.5596d1bc316cbf0d84897706ef97ed3e.jpg,Local File,dental,dataset/dental/0680_jpg.rf.5596d1bc316cbf0d84897706ef97ed3e.jpg
0210_jpg.rf.96b70d0bcab51f3af08bb857b4231fa8.jpg,Local File,dental,dataset/dental/0210_jpg.rf.96b70d0bcab51f3af08bb857b4231fa8.jpg
0081_jpg.rf.b8e53bd80056c633065450a6800872b2.jpg,Local File,dental,dataset/dental/0081_jpg.rf.b8e53bd80056c633065450a6800872b2.jpg
0314_jpg.rf.f8ddf542c45d8c5eb4cb49433fdad7dd.jpg,Local File,dental,dataset/dental/0314_jpg.rf.f8ddf542c45d8c5eb4cb49433fdad7dd.jpg
0617_jpg.rf.bbcd86b6387215a385318b45c70b271c.jpg,Local File,dental,dataset/dental/0617_jpg.rf.bbcd86b6387215a385318b45c70b271c.jpg
0247_jpg.rf.c204bc5921278e51b29081ed272b0c8e.jpg,Local File,dental,dataset/dental/0247_jpg.rf.c204bc5921278e51b29081ed272b0c8e.jpg
0825_jpg.rf.a36d73e17d7a1da6435245915ea9f14f.jpg,Local File,dental,dataset/dental/0825_jpg.rf.a36d73e17d7a1da6435245915ea9f14f.jpg
0649_jpg.rf.b7d1c07a5deeb45e8fa8a2a076f504fd.jpg,Local File,dental,dataset/dental/0649_jpg.rf.b7d1c07a5deeb45e8fa8a2a076f504fd.jpg
image1_704_png.rf.e3668d404753b933e1fd9500e697ca8c.jpg,Local File,fracture,dataset/fracture/image1_704_png.rf.e3668d404753b933e1fd9500e697ca8c.jpg
image1_1326_png.rf.6019c7e15df84d9d6286932d03e687b6.jpg,Local File,fracture,dataset/fracture/image1_1326_png.rf.6019c7e15df84d9d6286932d03e687b6.jpg
image2_1718_png.rf.3320525501293fd17921dbca2ec70ebf.jpg,Local File,fracture,dataset/fracture/image2_1718_png.rf.3320525501293fd17921dbca2ec70ebf.jpg
image2_812_png.rf.cfcd3189eb853066fc4819ad746775a6.jpg,Local File,fracture,dataset/fracture/image2_812_png.rf.cfcd3189eb853066fc4819ad746775a6.jpg
